,sentiment,word,count
205,Negatif,kebaikan,2
206,Negatif,kebuka,2
207,Negatif,kesehatan,2
208,Negatif,komplain,2
209,Negatif,konsepnya,2
210,Negatif,kontol,2
211,Negatif,kulit,2
212,Negatif,kuota,2
213,Negatif,lambat,2
214,Negatif,lan,2
215,Negatif,langsung,2
216,Negatif,lantai,2
217,Negatif,laporan,2
218,Negatif,last,2
219,Negatif,lawan,2
220,Negatif,layanan,2
221,Negatif,lek,2
222,Negatif,lo,2
223,Negatif,mahal,2
224,Negatif,maksudnya,2
225,Negatif,malu,2
226,Negatif,mantab,2
227,Negatif,mas,2
228,Negatif,mbak,2
229,Negatif,mendung,2
230,Negatif,mengaco,2
231,Negatif,mengalami,2
232,Negatif,minggu,2
233,Negatif,monyet,2
234,Negatif,muncul,2
235,Negatif,ngapa,2
236,Negatif,ngentot,2
237,Negatif,numpang,2
238,Negatif,paket,2
239,Negatif,pelanggan,2
240,Negatif,pelosok,2
241,Negatif,penanganan,2
242,Negatif,pengin,2
243,Negatif,perbaikan,2
244,Negatif,perubahannya,2
245,Negatif,ping,2
246,Negatif,pingnya,2
247,Negatif,pls,2
248,Negatif,pokoknya,2
249,Negatif,produk,2
250,Negatif,produknyasaksikan,2
251,Negatif,ragamannya,2
252,Negatif,ragu,2
253,Negatif,routernya,2
254,Negatif,sebulan,2
255,Negatif,seharian,2
256,Negatif,sekeren,2
257,Negatif,seru,2
258,Negatif,service,2
259,Negatif,shoperssatu,2
260,Negatif,shoping,2
261,Negatif,sinyalnya,2
262,Negatif,sore,2
263,Negatif,stabil,2
264,Negatif,stres,2
265,Negatif,su,2
266,Negatif,suka,2
267,Negatif,susah,2
268,Negatif,tanah,2
269,Negatif,tangsel,2
270,Negatif,tb,2
271,Negatif,teknologi,2
272,Negatif,telepon,2
273,Negatif,tema,2
274,Negatif,tersambung,2
275,Negatif,tunggal,2
276,Negatif,tvnya,2
277,Negatif,twitter,2
278,Negatif,vidio,2
279,Negatif,wajahapa,2
280,Negatif,wkwkwk,2
281,Negatif,aaaa,1
282,Negatif,abissss,1
283,Negatif,adek,1
284,Negatif,admin,1
285,Negatif,adminnnn,1
286,Negatif,adoh,1
287,Negatif,afk,1
288,Negatif,aka,1
289,Negatif,akhiran,1
290,Negatif,all,1
291,Negatif,alternatifnya,1
292,Negatif,android,1
293,Negatif,aneh,1
294,Negatif,anjai,1
295,Negatif,anjeng,1
296,Negatif,anjengg,1
297,Negatif,anjg,1
298,Negatif,anjgggg,1
299,Negatif,anjingg,1
300,Negatif,anjinggggg,1
301,Negatif,anjingudh,1
302,Negatif,anjjj,1
303,Negatif,anjrid,1
304,Negatif,anying,1
305,Negatif,apaansih,1
306,Negatif,apartment,1
307,Negatif,apeeeee,1
308,Negatif,aren,1
309,Negatif,around,1
310,Negatif,aselikk,1
311,Negatif,asiiiik,1
312,Negatif,asik,1
313,Negatif,asikk,1
314,Negatif,atasanya,1
315,Negatif,atau,1
316,Negatif,atlassiannet,1
317,Negatif,aturan,1
318,Negatif,awas,1
319,Negatif,baca,1
320,Negatif,bagus,1
321,Negatif,baju,1
322,Negatif,bakar,1
323,Negatif,balas,1
324,Negatif,bandung,1
325,Negatif,bangeuuutt,1
326,Negatif,bangsat,1
327,Negatif,bangst,1
328,Negatif,banjar,1
329,Negatif,banyumas,1
330,Negatif,baru,1
331,Negatif,batas,1
332,Negatif,becus,1
333,Negatif,begitu,1
334,Negatif,benahkan,1
335,Negatif,benaran,1
336,Negatif,benci,1
337,Negatif,bendino,1
338,Negatif,benerrr,1
339,Negatif,benerrrr,1
340,Negatif,berarti,1
341,Negatif,berat,1
342,Negatif,berenti,1
343,Negatif,berfungsi,1
344,Negatif,berhenti,1
345,Negatif,berisik,1
346,Negatif,berita,1
347,Negatif,berjalan,1
348,Negatif,berkali,1
349,Negatif,berkalikali,1
350,Negatif,bersahabat,1
351,Negatif,bersame,1
352,Negatif,berubahlah,1
353,Negatif,berulah,1
354,Negatif,besok,1
355,Negatif,beutt,1
356,Negatif,bgst,1
357,Negatif,bhineka,1
358,Negatif,biar,1
359,Negatif,bineka,1
360,Negatif,bisanya,1
361,Negatif,bohongg,1
362,Negatif,bosan,1
363,Negatif,both,1
364,Negatif,btulll,1
365,Negatif,bu,1
366,Negatif,bubar,1
367,Negatif,buffering,1
368,Negatif,bunyi,1
369,Negatif,burik,1
370,Negatif,buruan,1
371,Negatif,buseet,1
372,Negatif,busett,1
373,Negatif,but,1
374,Negatif,butuh,1
375,Negatif,buy,1
376,Negatif,byr,1
377,Negatif,byu,1
378,Negatif,bzz,1
379,Negatif,cant,1
380,Negatif,capture,1
381,Negatif,card,1
382,Negatif,care,1
383,Negatif,cashbacks,1
384,Negatif,cemen,1
385,Negatif,cempedak,1
386,Negatif,chat,1
387,Negatif,cipadung,1
388,Negatif,cok,1
389,Negatif,connected,1
390,Negatif,connecting,1
391,Negatif,connectionmu,1
392,Negatif,content,1
393,Negatif,cs,1
394,Negatif,cuman,1
395,Negatif,cup,1
396,Negatif,cuy,1
397,Negatif,daftar,1
398,Negatif,daily,1
399,Negatif,dajjal,1
400,Negatif,dangukeun,1
401,Negatif,dapat,1
402,Negatif,darting,1
403,Negatif,datang,1
404,Negatif,dbwah,1
405,Negatif,dear,1
406,Negatif,debest,1
407,Negatif,demen,1
408,Negatif,dengan,1
409,Negatif,diakhir,1
410,Negatif,diaplikasi,1
411,Negatif,diare,1
412,Negatif,dibuka,1
413,Negatif,dicolokin,1
414,Negatif,didepan,1
415,Negatif,didol,1
416,Negatif,dih,1
417,Negatif,diketuk,1
418,Negatif,dilakuin,1
419,Negatif,dilantai,1
420,Negatif,dimaafkan,1
421,Negatif,dipikir,1
422,Negatif,diregulasikan,1
423,Negatif,direstart,1
424,Negatif,diriset,1
425,Negatif,dirumah,1
426,Negatif,disconnect,1
427,Negatif,discord,1
428,Negatif,disebabkan,1
429,Negatif,diselesaikan,1
430,Negatif,disuruh,1
431,Negatif,done,1
432,Negatif,donkkkkkssssssss,1
433,Negatif,donksss,1
434,Negatif,download,1
435,Negatif,drakoran,1
436,Negatif,drkmrn,1
437,Negatif,dsb,1
438,Negatif,dsri,1
439,Negatif,duh,1
440,Negatif,ehiya,1
441,Negatif,elahhh,1
442,Negatif,emosiii,1
443,Negatif,engineer,1
444,Negatif,errornya,1
445,Negatif,etdah,1
446,Negatif,etmin,1
447,Negatif,euy,1
448,Negatif,event,1
449,Negatif,faktor,1
450,Negatif,fan,1
451,Negatif,fck,1
452,Negatif,film,1
453,Negatif,fix,1
454,Negatif,flamboyan,1
455,Negatif,floors,1
456,Negatif,fotonya,1
457,Negatif,friday,1
458,Negatif,fup,1
459,Negatif,gadasinyal,1
460,Negatif,gais,1
461,Negatif,gakperlu,1
462,Negatif,gambar,1
463,Negatif,ganguannyaa,1
464,Negatif,ganti,1
465,Negatif,garagara,1
466,Negatif,gengges,1
467,Negatif,gessss,1
468,Negatif,get,1
469,Negatif,gmnsih,1
470,Negatif,goblk,1
471,Negatif,gone,1
472,Negatif,gwe,1
473,Negatif,gws,1
474,Negatif,hahahahha,1
475,Negatif,hapus,1
476,Negatif,harus,1
477,Negatif,heh,1
478,Negatif,hemat,1
479,Negatif,her,1
480,Negatif,heran,1
481,Negatif,hilir,1
482,Negatif,hom,1
483,Negatif,hours,1
484,Negatif,i,1
485,Negatif,ih,1
486,Negatif,iki,1
487,Negatif,image,1
488,Negatif,india,1
489,Negatif,indihom,1
490,Negatif,indihomeeee,1
491,Negatif,indihomo,1
492,Negatif,indikator,1
493,Negatif,indosat,1
494,Negatif,infokan,1
495,Negatif,infonya,1
496,Negatif,internetku,1
497,Negatif,internetudh,1
498,Negatif,ip,1
499,Negatif,istigfarr,1
500,Negatif,isya,1
501,Negatif,jaehyun,1
502,Negatif,jak,1
503,Negatif,jalan,1
504,Negatif,jamkot,1
505,Negatif,jarang,1
506,Negatif,jaringannya,1
507,Negatif,jatim,1
508,Negatif,jatuh,1
509,Negatif,jebol,1
510,Negatif,jeje,1
511,Negatif,jelekk,1
512,Negatif,jempol,1
513,Negatif,jir,1
514,Negatif,jujurly,1
515,Negatif,jumat,1
516,Negatif,kabarin,1
517,Negatif,kabel,1
518,Negatif,kabelnya,1
519,Negatif,kabupaten,1
520,Negatif,kalau,1
521,Negatif,kaleng,1
522,Negatif,kalengkaleng,1
523,Negatif,kalong,1
524,Negatif,kambing,1
525,Negatif,kan,1
526,Negatif,kantornya,1
527,Negatif,kapok,1
528,Negatif,kaum,1
529,Negatif,kebiasaan,1
530,Negatif,keburu,1
531,Negatif,kecamatan,1
532,Negatif,kece,1
533,Negatif,kecepatannya,1
534,Negatif,kecuali,1
535,Negatif,kejangkejang,1
536,Negatif,kekuar,1
537,Negatif,kelassss,1
538,Negatif,keluar,1
539,Negatif,kelurahan,1
540,Negatif,kemajuan,1
541,Negatif,kemana,1
542,Negatif,kemudahan,1
543,Negatif,keperluan,1
544,Negatif,kereng,1
545,Negatif,kerja,1
546,Negatif,kerumah,1
547,Negatif,kesabaran,1
548,Negatif,kesel,1
549,Negatif,ketebakk,1
550,Negatif,keunduh,1
551,Negatif,knapa,1
552,Negatif,knpppp,1
553,Negatif,kocak,1
554,Negatif,kode,1
555,Negatif,koneksimu,1
556,Negatif,koneksinya,1
557,Negatif,konten,1
558,Negatif,kontent,1
559,Negatif,kosong,1
560,Negatif,kost,1
561,Negatif,kota,1
562,Negatif,koyo,1
563,Negatif,kseringan,1
564,Negatif,ku,1
565,Negatif,kucing,1
566,Negatif,kui,1
567,Negatif,kulon,1
568,Negatif,kwkwkw,1
569,Negatif,l,1
570,Negatif,laaah,1
571,Negatif,lage,1
572,Negatif,lagiiiiii,1
573,Negatif,lamalamaa,1
574,Negatif,lambang,1
575,Negatif,lampunya,1
576,Negatif,lancar,1
577,Negatif,lang,1
578,Negatif,langganan,1
579,Negatif,lapor,1
580,Negatif,larang,1
581,Negatif,layanannya,1
582,Negatif,layar,1
583,Negatif,lemod,1
584,Negatif,lemottt,1
585,Negatif,lemottttt,1
586,Negatif,lhoh,1
587,Negatif,liburan,1
588,Negatif,lintas,1
589,Negatif,listrik,1
590,Negatif,loading,1
591,Negatif,lom,1
592,Negatif,lost,1
593,Negatif,lupa,1
594,Negatif,maaf,1
595,Negatif,maeng,1
596,Negatif,maintenance,1
597,Negatif,maju,1
598,Negatif,majukan,1
599,Negatif,makij,1
600,Negatif,manga,1
601,Negatif,maniez,1
602,Negatif,mantaapp,1
603,Negatif,manteeepp,1
604,Negatif,mantull,1
605,Negatif,mantuuuuuullllll,1
606,Negatif,masih,1
607,Negatif,masukan,1
608,Negatif,masyaallah,1
609,Negatif,masyarakat,1
610,Negatif,matiin,1
611,Negatif,mau,1
612,Negatif,mbayar,1
613,Negatif,melaprak,1
614,Negatif,melekat,1
615,Negatif,memakai,1
616,Negatif,membaca,1
617,Negatif,membara,1
618,Negatif,membawa,1
619,Negatif,memberikan,1
620,Negatif,memikir,1
621,Negatif,memperbaiki,1
622,Negatif,memperlihatkan,1
623,Negatif,menang,1
624,Negatif,menangissss,1
625,Negatif,mencoba,1
626,Negatif,mending,1
627,Negatif,menerima,1
628,Negatif,mengadu,1
629,Negatif,menggambarkan,1
630,Negatif,menghilangkan,1
631,Negatif,mengikuti,1
632,Negatif,mengira,1
633,Negatif,mengomongkan,1
634,Negatif,menonton,1
635,Negatif,menurunkan,1
636,Negatif,menyambung,1
637,Negatif,menyesuaikan,1
638,Negatif,menyimak,1
639,Negatif,merubah,1
640,Negatif,mib,1
641,Negatif,milo,1
642,Negatif,minimal,1
643,Negatif,misi,1
644,Negatif,ml,1
645,Negatif,mnyt,1
646,Negatif,model,1
647,Negatif,modemnya,1
648,Negatif,molor,1
649,Negatif,monmaap,1
650,Negatif,monthly,1
651,Negatif,mu,1
652,Negatif,mudah,1
653,Negatif,multitalent,1
654,Negatif,muluu,1
655,Negatif,musik,1
656,Negatif,musk,1
657,Negatif,mwlakukan,1
658,Negatif,my,1
659,Negatif,myindihome,1
660,Negatif,naik,1
661,Negatif,nder,1
662,Negatif,nebeng,1
663,Negatif,negara,1
664,Negatif,nehhhh,1
665,Negatif,nek,1
666,Negatif,network,1
667,Negatif,ngadat,1
668,Negatif,ngang,1
669,Negatif,nge,1
670,Negatif,ngeblur,1
671,Negatif,ngedown,1
672,Negatif,ngehost,1
673,Negatif,ngeleg,1
674,Negatif,ngeluh,1
675,Negatif,ngendorse,1
676,Negatif,ngetwit,1
677,Negatif,ngewhatsapp,1
678,Negatif,ngikut,1
679,Negatif,nglag,1
680,Negatif,ngleg,1
681,Negatif,ngong,1
682,Negatif,ngontol,1
683,Negatif,ngorte,1
684,Negatif,nguji,1
685,Negatif,ngunu,1
686,Negatif,njer,1
687,Negatif,noh,1
688,Negatif,nugas,1
689,Negatif,nur,1
690,Negatif,nyala,1
691,Negatif,nyantai,1
692,Negatif,nyap,1
693,Negatif,nyapan,1
694,Negatif,nyuruh,1
695,Negatif,oalaaaaah,1
696,Negatif,oalah,1
697,Negatif,of,1
698,Negatif,offline,1
699,Negatif,oh,1
700,Negatif,oke,1
701,Negatif,om,1
702,Negatif,only,1
703,Negatif,oplet,1
704,Negatif,owyeah,1
705,Negatif,p,1
706,Negatif,pabrik,1
707,Negatif,pagi,1
708,Negatif,paid,1
709,Negatif,paketan,1
710,Negatif,pantesan,1
711,Negatif,panyileukan,1
712,Negatif,parahhh,1
713,Negatif,parahhhhhh,1
714,Negatif,pasang,1
715,Negatif,pasar,1
716,Negatif,pastinya,1
717,Negatif,pekerjaan,1
718,Negatif,pencet,1
719,Negatif,pengertian,1
720,Negatif,percaya,1
721,Negatif,pesan,1
722,Negatif,petugas,1
723,Negatif,piiiiig,1
724,Negatif,pikir,1
725,Negatif,pikirannya,1
726,Negatif,pilihan,1
727,Negatif,pitik,1
728,Negatif,pkerjaan,1
729,Negatif,pleasee,1
730,Negatif,pokoke,1
731,Negatif,pol,1
732,Negatif,poll,1
733,Negatif,pon,1
734,Negatif,pondok,1
735,Negatif,positifnya,1
736,Negatif,proud,1
737,Negatif,provider,1
738,Negatif,psk,1
739,Negatif,pulang,1
740,Negatif,punten,1
741,Negatif,putih,1
742,Negatif,putus,1
743,Negatif,rada,1
744,Negatif,rahuk,1
745,Negatif,rekoor,1
746,Negatif,reset,1
747,Negatif,respon,1
748,Negatif,restarted,1
749,Negatif,riau,1
750,Negatif,rohil,1
751,Negatif,rokan,1
752,Negatif,router,1
753,Negatif,rumahku,1
754,Negatif,rusak,1
755,Negatif,rusakk,1
756,Negatif,sabar,1
757,Negatif,sales,1
758,Negatif,salut,1
759,Negatif,sangat,1
760,Negatif,sareal,1
761,Negatif,saya,1
762,Negatif,sayang,1
763,Negatif,segampang,1
764,Negatif,segar,1
765,Negatif,sehari,1
766,Negatif,sekali,1
767,Negatif,sekalinya,1
768,Negatif,selamat,1
769,Negatif,selatan,1
770,Negatif,selulernya,1
771,Negatif,semakin,1
772,Negatif,semangat,1
773,Negatif,seminggua,1
774,Negatif,senggol,1
775,Negatif,seputaran,1
776,Negatif,serius,1
777,Negatif,sertakan,1
778,Negatif,server,1
779,Negatif,setelan,1
780,Negatif,setujuu,1
781,Negatif,sgera,1
782,Negatif,sharian,1
783,Negatif,sihdrtd,1
784,Negatif,siiiii,1
785,Negatif,silakan,1
786,Negatif,silang,1
787,Negatif,sim,1
788,Negatif,simak,1
789,Negatif,since,1
790,Negatif,sinyaaalll,1
791,Negatif,sinyalnyaa,1
792,Negatif,smartfren,1
793,Negatif,sok,1
794,Negatif,sosmed,1
795,Negatif,spesifik,1
796,Negatif,stb,1
797,Negatif,still,1
798,Negatif,stop,1
799,Negatif,sucks,1
800,Negatif,sumpa,1
801,Negatif,sumpah,1
802,Negatif,sumut,1
803,Negatif,super,1
804,Negatif,surabaya,1
805,Negatif,suruh,1
806,Negatif,tabokin,1
807,Negatif,tag,1
808,Negatif,tahan,1
809,Negatif,tanggal,1
810,Negatif,tanya,1
811,Negatif,taunya,1
812,Negatif,tbtb,1
813,Negatif,telkom,1
814,Negatif,tempo,1
815,Negatif,tepatnya,1
816,Negatif,terbengkalai,1
817,Negatif,terbitnya,1
818,Negatif,terganggu,1
819,Negatif,terharu,1
820,Negatif,terjangkau,1
821,Negatif,terpasang,1
822,Negatif,tetap,1
823,Negatif,theres,1
824,Negatif,timnasindonesia,1
825,Negatif,tingkatkan,1
826,Negatif,titik,1
827,Negatif,translate,1
828,Negatif,tri,1
829,Negatif,tsel,1
830,Negatif,tuhan,1
831,Negatif,tukang,1
832,Negatif,tulisannya,1
833,Negatif,tunduh,1
834,Negatif,turun,1
835,Negatif,tv,1
836,Negatif,tweet,1
837,Negatif,ujann,1
838,Negatif,ulah,1
839,Negatif,ultramen,1
840,Negatif,unduh,1
841,Negatif,uopooooo,1
842,Negatif,us,1
843,Negatif,usah,1
844,Negatif,useetv,1
845,Negatif,utama,1
846,Negatif,valley,1
847,Negatif,via,1
848,Negatif,videocall,1
849,Negatif,voucher,1
850,Negatif,wah,1
851,Negatif,wajahku,1
852,Negatif,war,1
853,Negatif,warna,1
854,Negatif,watashi,1
855,Negatif,webinar,1
856,Negatif,weee,1
857,Negatif,what,1
858,Negatif,whatsapp,1
859,Negatif,widihhhhhh,1
860,Negatif,wifimu,1
861,Negatif,wifinya,1
862,Negatif,wih,1
863,Negatif,wkekekw,1
864,Negatif,woi,1
865,Negatif,woii,1
866,Negatif,woiiii,1
867,Negatif,world,1
868,Negatif,wow,1
869,Negatif,woyyla,1
870,Negatif,wujudkan,1
871,Negatif,yess,1
872,Negatif,you,1
873,Negatif,youtube,1
874,Negatif,yuk,1
875,Netral,banget,136
876,Netral,tvc,134
877,Netral,keren,126
878,Netral,terbaru,52
879,Netral,nih,51
880,Netral,lihat,45
881,Netral,sudah,40
882,Netral,berubah,29
883,Netral,yang,27
884,Netral,deh,25
885,Netral,menonton,25
886,Netral,saja,25
887,Netral,konsep,24
888,Netral,pakai,23
889,Netral,hiburan,21
890,Netral,perubahan,21
891,Netral,indonesia,20
892,Netral,ya,20
893,Netral,konsepnya,19
894,Netral,internet,18
895,Netral,mantap,18
896,Netral,memang,18
897,Netral,lancar,17
898,Netral,tv,17
899,Netral,barusan,16
900,Netral,netflix,16
901,Netral,iya,15
902,Netral,sih,14
903,Netral,bagus,13
904,Netral,bikin,13
905,Netral,jaringan,13
906,Netral,rumah,13
907,Netral,tuh,13
908,Netral,yuk,13
909,Netral,chill,12
910,Netral,nya,12
911,Netral,gila,11
912,Netral,gue,11
913,Netral,kebaikan,11
914,Netral,luas,11
915,Netral,mudah,11
916,Netral,cepat,10
917,Netral,fasilitas,10
918,Netral,habis,10
919,Netral,internetan,10
920,Netral,tau,10
921,Netral,kalo,9
922,Netral,paket,9
923,Netral,takut,9
924,Netral,weekend,9
925,Netral,bareng,8
926,Netral,channel,8
927,Netral,enggak,8
928,Netral,hemat,8
929,Netral,kayak,8
930,Netral,ragu,8
931,Netral,seru,8
932,Netral,stabil,8
933,Netral,benar,7
934,Netral,biaya,7
935,Netral,cuman,7
936,Netral,karena,7
937,Netral,layanan,7
938,Netral,pokoknya,7
939,Netral,streaming,7
940,Netral,tonton,7
941,Netral,berani,6
942,Netral,buka,6
943,Netral,dirumah,6
944,Netral,ika,6
945,Netral,kayaknya,6
946,Netral,langsung,6
947,Netral,promo,6
948,Netral,saya,6
949,Netral,sebutin,6
950,Netral,tema,6
951,Netral,tunggal,6
952,Netral,versi,6
953,Netral,asli,5
954,Netral,bebas,5
955,Netral,beragam,5
956,Netral,eh,5
957,Netral,gaes,5
958,Netral,hidup,5
959,Netral,ih,5
960,Netral,ini,5
961,Netral,kak,5
962,Netral,kapan,5
963,Netral,kemajuan,5
964,Netral,kendala,5
965,Netral,live,5
966,Netral,loh,5
967,Netral,mbps,5
968,Netral,menarik,5
969,Netral,online,5
970,Netral,sadar,5
971,Netral,semakin,5
972,Netral,semangat,5
973,Netral,sepakbola,5
974,Netral,setuju,5
975,Netral,tanpa,5
976,Netral,terus,5
977,Netral,the,5
978,Netral,untung,5
979,Netral,youtube,5
980,Netral,aktivitas,4
981,Netral,amp,4
982,Netral,betah,4
983,Netral,dapat,4
984,Netral,film,4
985,Netral,gratis,4
986,Netral,instalasi,4
987,Netral,jitu,4
988,Netral,kagum,4
989,Netral,kali,4
990,Netral,kecepatan,4
991,Netral,merchandise,4
992,Netral,pastinya,4
993,Netral,pemasangan,4
994,Netral,pengin,4
995,Netral,produktif,4
996,Netral,seharian,4
997,Netral,suka,4
998,Netral,sumpah,4
999,Netral,video,4
1000,Netral,wifi,4
1001,Netral,aman,3
1002,Netral,bayarnya,3
1003,Netral,begitu,3
1004,Netral,beraneka,3
1005,Netral,berbedabeda,3
1006,Netral,bhineka,3
1007,Netral,btw,3
1008,Netral,bundling,3
1009,Netral,cocok,3
1010,Netral,dari,3
1011,Netral,dikit,3
1012,Netral,dinikmati,3
1013,Netral,diskon,3
1014,Netral,dukung,3
1015,Netral,enak,3
1016,Netral,fiber,3
1017,Netral,gabut,3
1018,Netral,game,3
1019,Netral,gaya,3
1020,Netral,guys,3
1021,Netral,ikan,3
1022,Netral,juga,3
1023,Netral,keburukan,3
1024,Netral,kecepatannya,3
1025,Netral,malam,3
1026,Netral,manismanis,3
1027,Netral,marathon,3
1028,Netral,mari,3
1029,Netral,menerobos,3
1030,Netral,minggu,3
1031,Netral,movie,3
1032,Netral,olahraga,3
1033,Netral,pasangnya,3
1034,Netral,ragam,3
1035,Netral,sabtu,3
1036,Netral,sehat,3
1037,Netral,sepaket,3
1038,Netral,series,3
1039,Netral,terbaruberubah,3
1040,Netral,ada,2
1041,Netral,adaaa,2
1042,Netral,ah,2
1043,Netral,akses,2
1044,Netral,aktifkan,2
1045,Netral,anak,2
1046,Netral,asik,2
1047,Netral,ayo,2
1048,Netral,beda,2
1049,Netral,begini,2
1050,Netral,benaran,2
1051,Netral,benerbener,2
1052,Netral,berhenti,2
1053,Netral,berinovasi,2
1054,Netral,bersatu,2
1055,Netral,best,2
1056,Netral,bihh,2
1057,Netral,bineka,2
1058,Netral,coba,2
1059,Netral,data,2
1060,Netral,dengan,2
1061,Netral,dibantu,2
1062,Netral,dibawa,2
1063,Netral,digital,2
1064,Netral,drakor,2
1065,Netral,first,2
1066,Netral,gaboleh,2
1067,Netral,gaiss,2
1068,Netral,gem,2
1069,Netral,hadir,2
1070,Netral,inditainment,2
1071,Netral,inovasi,2
1072,Netral,inspirasi,2
1073,Netral,istirahat,2
1074,Netral,itu,2
1075,Netral,jadi,2
1076,Netral,jalan,2
